INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	198	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	1693	4255	7344	6287	7668	0	7512	INF	2006	704	6102	INF	INF	INF	INF	INF	INF	7866	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	1490	INF	1862	954	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	156	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	354	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	1888	4450	7539	6482	7863	195	7707	0	2201	899	6297	INF	INF	INF	INF	INF	INF	8061	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	1685	INF	2057	1149	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	2249	5338	4281	5662	INF	5506	INF	0	INF	4096	INF	INF	INF	INF	INF	INF	5860	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	989	3551	6640	5583	6964	INF	6808	INF	1302	0	5398	INF	INF	INF	INF	INF	INF	7162	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	786	INF	1158	250	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	1242	185	1566	INF	1410	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	1764	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	5115	7677	10766	9709	11090	3422	10934	3227	5428	4126	9524	0	INF	INF	257	INF	1151	11288	INF	INF	INF	INF	1311	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	1244	INF	INF	INF	INF	INF	INF	INF	INF	INF	4912	3012	5284	4376	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	5275	7837	10926	9869	11250	3582	11094	3387	5588	4286	9684	160	0	INF	417	INF	1311	11448	INF	INF	INF	INF	1471	INF	INF	INF	INF	INF	360	INF	252	INF	INF	INF	1404	193	INF	INF	INF	INF	INF	INF	INF	INF	5072	3172	5444	4536	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	6436	8998	12087	11030	12411	4743	12255	4548	6749	5447	10845	1321	1161	0	1578	156	2472	12609	411	1479	2131	1261	2632	512	802	606	1355	1173	1521	934	1413	654	626	851	2565	1354	1048	1997	739	INF	INF	INF	INF	INF	6233	4333	6605	5697	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	4858	7420	10509	9452	10833	3165	10677	2970	5171	3869	9267	INF	INF	INF	0	INF	894	11031	INF	INF	INF	INF	1054	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	987	INF	INF	INF	INF	INF	INF	INF	INF	INF	4655	2755	5027	4119	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	6280	8842	11931	10874	12255	4587	12099	4392	6593	5291	10689	1165	1005	INF	1422	0	2316	12453	INF	1323	1975	1105	2476	356	646	1345	1199	1017	1365	778	1257	498	470	695	2409	1198	892	1841	583	INF	INF	INF	INF	INF	6077	4177	6449	5541	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	3964	6526	9615	8558	9939	2271	9783	2076	4277	2975	8373	INF	INF	INF	INF	INF	0	10137	INF	INF	INF	INF	160	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	93	INF	INF	INF	INF	INF	INF	INF	INF	INF	3761	1861	4133	3225	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	195	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	652	INF	INF	INF	INF	101	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	518	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	218	870	0	INF	INF	INF	240	94	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	736	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	5924	8486	11575	10518	11899	4231	11743	4036	6237	4935	10333	809	649	INF	1066	INF	1960	12097	INF	967	1619	749	2120	0	290	989	843	661	1009	422	901	142	114	339	2053	842	536	1485	227	INF	INF	INF	INF	INF	5721	3821	6093	5185	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	5884	8446	11535	10478	11859	4191	11703	3996	6197	4895	10293	769	609	INF	1026	INF	1920	12057	INF	799	1451	581	2080	INF	0	821	675	493	969	132	861	INF	INF	299	2013	802	368	1317	59	INF	INF	INF	INF	INF	5681	3781	6053	5145	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	124	776	INF	INF	INF	INF	146	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	642	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	306	958	88	INF	INF	INF	328	182	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	824	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	4977	7539	10628	9571	10952	3284	10796	3089	5290	3988	9386	INF	INF	INF	119	INF	1013	11150	INF	INF	INF	INF	1173	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	1106	INF	INF	INF	INF	INF	INF	INF	INF	INF	4774	2874	5146	4238	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	5752	8314	11403	10346	11727	4059	11571	3864	6065	4763	10161	637	477	INF	894	INF	1788	11925	INF	INF	INF	INF	1948	INF	INF	INF	INF	INF	837	0	729	INF	INF	167	1881	670	INF	INF	INF	INF	INF	INF	INF	INF	5549	3649	5921	5013	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	5085	7647	10736	9679	11060	3392	10904	3197	5398	4096	9494	INF	INF	INF	227	INF	1121	11258	INF	INF	INF	INF	1281	INF	INF	INF	INF	INF	108	INF	0	INF	INF	INF	1214	INF	INF	INF	INF	INF	INF	INF	INF	INF	4882	2982	5254	4346	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	5782	8344	11433	10376	11757	4089	11601	3894	6095	4793	10191	667	507	INF	924	INF	1818	11955	INF	947	1599	729	1978	INF	148	969	823	641	867	280	759	0	INF	197	1911	700	516	1465	207	INF	INF	INF	INF	INF	5579	3679	5951	5043	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	853	1505	635	INF	INF	INF	875	729	547	INF	INF	INF	INF	0	INF	INF	INF	422	1371	113	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	5585	8147	11236	10179	11560	3892	11404	3697	5898	4596	9994	470	310	INF	727	INF	1621	11758	INF	INF	INF	INF	1781	INF	INF	INF	INF	INF	670	INF	562	INF	INF	0	1714	503	INF	INF	INF	INF	INF	INF	INF	INF	5382	3482	5754	4846	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	67	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	5144	7706	10795	9738	11119	3451	10963	3256	5457	4155	9553	INF	INF	INF	286	INF	1180	11317	INF	INF	INF	INF	1340	INF	INF	INF	INF	INF	167	INF	59	INF	INF	INF	1273	0	INF	INF	INF	INF	INF	INF	INF	INF	4941	3041	5313	4405	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	431	1083	213	INF	INF	INF	453	307	125	INF	INF	INF	INF	INF	INF	INF	INF	0	949	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	134	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	740	1392	522	INF	INF	INF	762	616	434	INF	INF	INF	INF	INF	INF	INF	INF	309	1258	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	106	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	871	977	0	487	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	384	490	INF	0	INF	INF	INF	INF	INF	
2920	3007	2574	2607	2671	2797	2731	2761	2793	2888	2914	3050	3235	3376	3546	1365	422	1116	936	1606	1877	2512	6259	8821	11910	10853	12234	4566	12078	4371	6572	5270	10668	1144	984	1169	1401	1325	2295	12432	1580	1424	2076	1206	2455	1681	625	1446	1300	1118	1344	757	1236	477	1795	674	2388	1177	993	1942	684	4377	4476	3506	3993	0	6056	4156	6428	5520	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	203	2765	5854	4797	6178	INF	6022	INF	516	INF	4612	INF	INF	INF	INF	INF	INF	6376	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	372	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	2103	4665	7754	6697	8078	410	7922	215	2416	1114	6512	INF	INF	INF	INF	INF	INF	8276	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	1900	0	2272	1364	
